idfrom;from;idto;to;perc_lig;ia
2608206;Joaquim Nabuco;2611606;Recife;0.55;8819.8
2608206;Joaquim Nabuco;2610004;Palmares;345;5532.42
2608206;Joaquim Nabuco;2604106;Caruaru;95;1523.42
2608206;Joaquim Nabuco;2602902;Cabo de Santo Agostinho;0.0033333333;53.4533333333
2608206;Joaquim Nabuco;2605202;Escada;0.0033333333;53.4533333333
2608206;Joaquim Nabuco;2616407;Vitória de Santo Antão;0.0033333333;53.4533333333
2608255;Jucati;2606002;Garanhuns;0.5935054773;6742.8157276995
2608255;Jucati;2611606;Recife;0.1740740741;1977.6555555556
2608255;Jucati;2608305;Jupi;0.0713093375;810.1453834116
2608255;Jucati;2604106;Caruaru;0.0537037037;610.1277777778
2608255;Jucati;2608800;Lajedo;0.037037037;420.7777777778
2608255;Jucati;2601706;Belo Jardim;0.0351851852;399.7388888889
2608255;Jucati;2612455;Santa Cruz;0.0018518519;21.0388888889
2608305;Jupi;2606002;Garanhuns;0.5607259714;8269.0258997955
2608305;Jupi;2611606;Recife;0.26;3834.22
2608305;Jupi;2604106;Caruaru;0.0716666667;1056.8683333333
2608305;Jupi;2608800;Lajedo;0.0220858896;325.7006134969
2608305;Jupi;2608255;Jucati;0.0133435583;196.7774539877
2608305;Jupi;2608404;Jurema;0.0107361963;158.3266871166
2608305;Jupi;2601706;Belo Jardim;0.0076666667;113.0603333333
2608305;Jupi;2603306;Calçado;0.0064417178;94.9960122699
2608404;Jurema;2604106;Caruaru;0.4133333333;6333.5066666667
2608404;Jurema;2608800;Lajedo;0.1552380952;2378.7133333333
2608404;Jurema;2606002;Garanhuns;0.1483709273;2273.4877192982
2608404;Jurema;2611606;Recife;0.1333333333;2043.0666666667
2608404;Jurema;2610202;Panelas;0.0386716792;592.5661403509
2608404;Jurema;2601706;Belo Jardim;0.0166666667;255.3833333333
2608404;Jurema;2605004;Cupira;0.0105263158;161.2947368421
2608404;Jurema;2608305;Jupi;0.0105263158;161.2947368421
2608404;Jurema;2616407;Vitória de Santo Antão;0.0033333333;51.0766666667
2608404;Jurema;2601904;Bezerros;0.0016666667;25.5383333333
2608404;Jurema;2609402;Moreno;0.0016666667;25.5383333333
2608404;Jurema;2612505;Santa Cruz do Capibaribe;0.0016666667;25.5383333333
2608404;Jurema;2615409;Toritama;0.0016666667;25.5383333333
2608453;Lagoa do Carro;2611606;Recife;0.3545738582;6341.9080286582
2608453;Lagoa do Carro;2604007;Carpina;0.2900357824;5187.5800045989
2608453;Lagoa do Carro;2608909;Limoeiro;0.1814423507;3245.2778854882
2608453;Lagoa do Carro;2613701;São Lourenço da Mata;0.046911496;839.0590168101
2608453;Lagoa do Carro;2609501;Nazaré da Mata;0.0444444444;794.9333333333
2608453;Lagoa do Carro;2610608;Paudalho;0.0399994756;715.4306200002
2608453;Lagoa do Carro;2616407;Vitória de Santo Antão;0.0222222222;397.4666666667
2608453;Lagoa do Carro;2604106;Caruaru;0.0074074074;132.4888888889
2608453;Lagoa do Carro;2615508;Tracunhaém;0.0074074074;132.4888888889
2608453;Lagoa do Carro;2608107;João Alfredo;0.0037037037;66.2444444444
2608453;Lagoa do Carro;2606408;Gravatá;0.0018518519;33.1222222222
2608503;Lagoa de Itaenga;2611606;Recife;0.3986183009;8529.2357853803
2608503;Lagoa de Itaenga;2604007;Carpina;0.2950546428;6313.2841911121
2608503;Lagoa de Itaenga;2608909;Limoeiro;0.1314814815;2813.3092592593
2608503;Lagoa de Itaenga;2616407;Vitória de Santo Antão;0.0481481481;1030.2259259259
2608503;Lagoa de Itaenga;2613701;São Lourenço da Mata;0.0277777778;594.3611111111
2608503;Lagoa de Itaenga;2605400;Feira Nova;0.0276089729;590.7491934879
2608503;Lagoa de Itaenga;2610608;Paudalho;0.0208405232;445.9246742691
2608503;Lagoa de Itaenga;2604106;Caruaru;0.0203703704;435.8648148148
2608503;Lagoa de Itaenga;2609501;Nazaré da Mata;0.0185185185;396.2407407407
2608503;Lagoa de Itaenga;2603454;Camaragibe;0.0078775602;168.5561557506
2608503;Lagoa de Itaenga;2615300;Timbaúba;0.0037037037;79.2481481481
2608602;Lagoa do Ouro;2606002;Garanhuns;0.6259259259;8177.7222222222
2608602;Lagoa do Ouro;2611606;Recife;0.14;1829.1
2608602;Lagoa do Ouro;2604106;Caruaru;0.0407407407;532.2777777778
2608602;Lagoa do Ouro;2602100;Bom Conselho;0.0222222222;290.3333333333
2608602;Lagoa do Ouro;2604700;Correntes;0.0185185185;241.9444444444
2608602;Lagoa do Ouro;2602407;Brejão;0.0074074074;96.7777777778
2608602;Lagoa do Ouro;2615102;Terezinha;0.0074074074;96.7777777778
2608602;Lagoa do Ouro;2610905;Pesqueira;0.0037037037;48.3888888889
2608701;Lagoa dos Gatos;2604106;Caruaru;0.4214285714;6853.2714285714
2608701;Lagoa dos Gatos;2605004;Cupira;0.2082010582;3385.7656084656
2608701;Lagoa dos Gatos;2611606;Recife;0.1814814815;2951.2518518519
2608701;Lagoa dos Gatos;2610004;Palmares;0.0925925926;1505.7407407407
2608701;Lagoa dos Gatos;2601508;Belém de Maria;0.0314814815;511.9518518519
2608701;Lagoa dos Gatos;2610202;Panelas;0.0259259259;421.6074074074
2608701;Lagoa dos Gatos;2604205;Catende;0.0148148148;240.9185185185
2608701;Lagoa dos Gatos;2600302;Agrestina;0.0111111111;180.6888888889
2608750;Lagoa Grande;2611101;Petrolina;0.7730517504;19596.0888203957
2608750;Lagoa Grande;2612604;Santa Maria da Boa Vista;0.0443378995;1123.9214155251
2608750;Lagoa Grande;2611606;Recife;0.0433333333;1098.4566666667
2608750;Lagoa Grande;2609907;Ouricuri;0.0171385084;434.4440487062
2608750;Lagoa Grande;2601607;Belém do São Francisco;15;380235
2608750;Lagoa Grande;2609808;Orocó;0.0126940639;321.781826484
2608750;Lagoa Grande;2612208;Salgueiro;0.0111111111;281.6555555556
2608750;Lagoa Grande;2601102;Araripina;0.0066666667;168.9933333333
2608800;Lajedo;2606002;Garanhuns;0.3644799781;14572.6384857182
2608800;Lajedo;2604106;Caruaru;0.3009771764;12033.6694683614
2608800;Lajedo;2611606;Recife;0.2074074074;8292.562962963
2608800;Lajedo;2614857;Tamandaré;0.0277777778;1110.6111111111
2608800;Lajedo;2610905;Pesqueira;0.0166666667;666.3666666667
2608800;Lajedo;2608404;Jurema;0.0155801558;622.9257892579
2608800;Lajedo;2603306;Calçado;0.0127101271;508.176301763
2608800;Lajedo;2608305;Jupi;0.0118081181;472.1121771218
2608800;Lajedo;2601706;Belo Jardim;0.0092592593;370.2037037037
2608800;Lajedo;2612505;Santa Cruz do Capibaribe;0.0037037037;148.0814814815
2608800;Lajedo;2615409;Toritama;0.0037037037;148.0814814815
2608909;Limoeiro;2611606;Recife;0.6709761819;37777.3009924215
2608909;Limoeiro;2604007;Carpina;0.1147858775;6462.6744773247
2608909;Limoeiro;2616407;Vitória de Santo Antão;0.0633333333;3565.7933333333
2608909;Limoeiro;2604106;Caruaru;0.0533333333;3002.7733333333
2608909;Limoeiro;2608453;Lagoa do Carro;0.0257307831;1448.6945507037
2608909;Limoeiro;2610608;Paudalho;0.0194033442;1092.4470828822
2608909;Limoeiro;2615409;Toritama;0.0166666667;938.3666666667
2608909;Limoeiro;2605400;Feira Nova;0.01577048;887.9095633345
2608909;Limoeiro;2612505;Santa Cruz do Capibaribe;0.0116666667;656.8566666667
2608909;Limoeiro;2609501;Nazaré da Mata;0.0083333333;469.1833333333
2609006;Macaparana;2611606;Recife;0.4566666667;11543.62
2609006;Macaparana;2615300;Timbaúba;0.2601851852;6576.9611111111
2609006;Macaparana;2604007;Carpina;0.0535185185;1352.8411111111
2609006;Macaparana;2609501;Nazaré da Mata;0.0342592593;866.0055555556
2609006;Macaparana;2613800;São Vicente Férrer;0.0231481481;585.1388888889
2609006;Macaparana;2600708;Aliança;0.0138888889;351.0833333333
2609006;Macaparana;2610608;Paudalho;0.0138888889;351.0833333333
2609006;Macaparana;2613701;São Lourenço da Mata;0.0138888889;351.0833333333
2609006;Macaparana;2615508;Tracunhaém;0.0138888889;351.0833333333
2609006;Macaparana;2604106;Caruaru;0.012962963;327.6777777778
2609006;Macaparana;2615409;Toritama;0.012962963;327.6777777778
2609006;Macaparana;2606200;Goiana;0.0092592593;234.0555555556
2609006;Macaparana;2608909;Limoeiro;0.0074074074;187.2444444444
2609105;Machados;2608909;Limoeiro;0.3653703704;5791.4857407407
2609105;Machados;2611606;Recife;0.3531790123;5598.2405246914
2609105;Machados;2604007;Carpina;0.0750308642;1189.3142283951
2609105;Machados;2616407;Vitória de Santo Antão;0.0518518519;821.9037037037
2609105;Machados;2613701;São Lourenço da Mata;0.0350308642;555.2742283951
2609105;Machados;2609709;Orobó;0.0259259259;410.9518518519
2609105;Machados;2604106;Caruaru;0.0148148148;234.8296296296
2609105;Machados;2609501;Nazaré da Mata;0.01;158.51
2609105;Machados;2615409;Toritama;0.0085185185;135.027037037
2609105;Machados;2614501;Surubim;0.0077777778;123.2855555556
2609105;Machados;2613800;São Vicente Férrer;0.0074074074;117.4148148148
2609105;Machados;2603454;Camaragibe;0.0054012346;85.6149691358
2609105;Machados;2608453;Lagoa do Carro;0.0054012346;85.6149691358
2609105;Machados;2610608;Paudalho;0.0054012346;85.6149691358
2609105;Machados;2602209;Bom Jardim;0.0044444444;70.4488888889
2609105;Machados;2612505;Santa Cruz do Capibaribe;0.0037037037;58.7074074074
2609105;Machados;2608107;João Alfredo;0.0025925926;41.0951851852
2609105;Machados;2609006;Macaparana;0.0022222222;35.2244444444
2609105;Machados;2615300;Timbaúba;0.0003703704;5.8707407407
2609154;Manari;2601201;Arcoverde;0.3161688312;6666.4198051948
2609154;Manari;2611606;Recife;0.2166666667;4568.4166666667
2609154;Manari;2607000;Inajá;0.1183333333;2495.0583333333
2609154;Manari;2604106;Caruaru;0.0862121212;1817.7825757576
2609154;Manari;2606002;Garanhuns;0.0616666667;1300.2416666667
2609154;Manari;2602803;Buíque;0.0311688312;657.1948051948
2609154;Manari;2615805;Tupanatinga;0.0311688312;657.1948051948
2609154;Manari;2611002;Petrolândia;0.01;210.85
2609154;Manari;2600500;Águas Belas;0.0019480519;41.0746753247
2609204;Maraial;2610004;Palmares;0.4296417445;4929.2797352025
2609204;Maraial;2611606;Recife;0.2866666667;3288.9266666667
2609204;Maraial;2604106;Caruaru;0.1566666667;1797.4366666667
2609204;Maraial;2604205;Catende;0.0719158879;825.0909813084
2609204;Maraial;2607950;Jaqueira;0.0417757009;479.2926168224
2609204;Maraial;2606002;Garanhuns;0.0083333333;95.6083333333
2609204;Maraial;2615409;Toritama;5;57365
2609303;Mirandiba;2612208;Salgueiro;0.3571225071;5466.8313390313
2609303;Mirandiba;2613909;Serra Talhada;0.2722222222;4167.1777777778
2609303;Mirandiba;2611101;Petrolina;0.0925925926;1417.4074074074
2609303;Mirandiba;2611606;Recife;0.0851851852;1304.0148148148
2609303;Mirandiba;2613503;São José do Belmonte;0.0491452991;752.3162393162
2609303;Mirandiba;2603926;Carnaubeira da Penha;0.0474358974;726.1487179487
2609303;Mirandiba;2604106;Caruaru;0.0074074074;113.3925925926
2609303;Mirandiba;2605707;Floresta;0.0074074074;113.3925925926
2609303;Mirandiba;2615706;Triunfo;0.0074074074;113.3925925926
2609402;Moreno;2611606;Recife;0.7133333333;44414.2733333333
2609402;Moreno;2616407;Vitória de Santo Antão;0.1800123305;11208.107731196
2609402;Moreno;2604106;Caruaru;0.03;1867.89
2609402;Moreno;2611309;Pombos;0.0189889026;1182.3060419236
2609402;Moreno;2601904;Bezerros;0.0142416769;886.7295314427
2609402;Moreno;2604502;Chã Grande;0.013378545;832.9883477189
2609402;Moreno;2606408;Gravatá;0.013378545;832.9883477189
2609402;Moreno;2607901;Jaboatão dos Guararapes;0.0133333333;830.1733333333
2609402;Moreno;2612455;Santa Cruz;0.0033333333;207.5433333333
2609501;Nazaré da Mata;2611606;Recife;0.4611111111;14924.3222222222
2609501;Nazaré da Mata;2604007;Carpina;0.3193326948;10335.5219987229
2609501;Nazaré da Mata;2608909;Limoeiro;0.0518518519;1678.237037037
2609501;Nazaré da Mata;2615300;Timbaúba;0.0351851852;1138.8037037037
2609501;Nazaré da Mata;2602704;Buenos Aires;0.0308349298;998.0033365262
2609501;Nazaré da Mata;2616308;Vicência;0.0302761814;979.918885696
2609501;Nazaré da Mata;2615508;Tracunhaém;0.0271871009;879.9377075351
2609501;Nazaré da Mata;2613701;São Lourenço da Mata;0.0185185185;599.3703703704
2609501;Nazaré da Mata;2612455;Santa Cruz;0.0092592593;299.6851851852
2609501;Nazaré da Mata;2610608;Paudalho;0.007183908;232.5143678161
2609501;Nazaré da Mata;2606200;Goiana;0.0055555556;179.8111111111
2609501;Nazaré da Mata;2607802;Itaquitinga;0.0037037037;119.8740740741
2609600;Olinda;2611606;Recife;0.7541666667;295508.895833333
2609600;Olinda;2610707;Paulista;0.1604166667;62856.8645833333
2609600;Olinda;2607901;Jaboatão dos Guararapes;0.0416666667;16326.4583333333
2609600;Olinda;2600054;Abreu e Lima;0.0125;4897.9375
2609600;Olinda;2604106;Caruaru;0.0083333333;3265.2916666667
2609600;Olinda;2613701;São Lourenço da Mata;0.0083333333;3265.2916666667
2609600;Olinda;2615409;Toritama;0.0083333333;3265.2916666667
2609600;Olinda;2606804;Igarassu;0.00625;2448.96875
2609709;Orobó;2611606;Recife;0.3648148148;8694.6314814815
2609709;Orobó;2608909;Limoeiro;0.1840749855;4387.0591288151
2609709;Orobó;2614501;Surubim;0.0740740741;1765.4074074074
2609709;Orobó;2616407;Vitória de Santo Antão;0.0555555556;1324.0555555556
2609709;Orobó;2604007;Carpina;0.05468232;1303.2437318432
2609709;Orobó;2602209;Bom Jardim;0.0541280746;1290.0344008112
2609709;Orobó;2615409;Toritama;0.0462962963;1103.3796296296
2609709;Orobó;2604106;Caruaru;0.0388888889;926.8388888889
2609709;Orobó;2612505;Santa Cruz do Capibaribe;0.0166666667;397.2166666667
2609709;Orobó;2608107;João Alfredo;0.0111111111;264.8111111111
2609709;Orobó;2609501;Nazaré da Mata;0.0092592593;220.6759259259
2609709;Orobó;2613701;São Lourenço da Mata;0.0083860237;199.8641022136
2609709;Orobó;2608453;Lagoa do Carro;0.00468232;111.5937318432
2609709;Orobó;2610608;Paudalho;0.00468232;111.5937318432
2609808;Orocó;2611101;Petrolina;0.4872463375;7224.4014460119
2609808;Orocó;2603009;Cabrobó;0.1475492856;2187.7132573702
2609808;Orocó;2612604;Santa Maria da Boa Vista;0.1296726352;1922.6561620546
2609808;Orocó;2612208;Salgueiro;0.0779055887;1155.1061638633
2609808;Orocó;2611606;Recife;0.04;593.08
2609808;Orocó;2601607;Belém do São Francisco;0.0266666667;395.3866666667
2609808;Orocó;2608750;Lagoa Grande;0.022626153;335.4779706999
2609808;Orocó;2604106;Caruaru;0.0016666667;24.7116666667
2609907;Ouricuri;2611101;Petrolina;0.2766666667;19073.1233333333
2609907;Ouricuri;2611606;Recife;0.16;11030.24
2609907;Ouricuri;2601102;Araripina;0.0797369163;5496.9832762026
2609907;Ouricuri;2612208;Salgueiro;0.05;3446.95
2609907;Ouricuri;2602001;Bodocó;0.0276766822;1908.0027930597
2609907;Ouricuri;2612455;Santa Cruz;0.021159543;1458.717731697
2609907;Ouricuri;2615607;Trindade;0.0185357596;1277.8367329666
2609907;Ouricuri;2608750;Lagoa Grande;0.0145577656;1003.5977994075
2609907;Ouricuri;2605301;Exu;0.0083333333;574.4916666667
2609907;Ouricuri;2614006;Serrita;0.0083333333;574.4916666667
2609907;Ouricuri;2604106;Caruaru;0.0066666667;459.5933333333
2610004;Palmares;2611606;Recife;0.6233333333;39266.26
2610004;Palmares;2604106;Caruaru;0.2316666667;14593.61
2610004;Palmares;2616407;Vitória de Santo Antão;0.0266666667;1679.84
2610004;Palmares;2605905;Gameleira;0.0227651967;1434.0707985697
2610004;Palmares;2602902;Cabo de Santo Agostinho;0.0197854589;1246.3651966627
2610004;Palmares;2605202;Escada;0.0193087008;1216.3323003576
2610004;Palmares;2611804;Ribeirão;0.0193087008;1216.3323003576
2610004;Palmares;2604205;Catende;0.0188319428;1186.2994040525
2610004;Palmares;2612505;Santa Cruz do Capibaribe;0.0083333333;524.95
2610004;Palmares;2615409;Toritama;0.0083333333;524.95
2610103;Palmeirina;2606002;Garanhuns;0.5450449438;4245.3550674157
2610103;Palmeirina;2611606;Recife;0.2233333333;1739.5433333333
2610103;Palmeirina;2613206;São João;0.036329588;282.9711610487
2610103;Palmeirina;2601003;Angelim;0.0329588015;256.7161048689
2610103;Palmeirina;2604106;Caruaru;0.01;77.89
2610202;Panelas;2604106;Caruaru;0.6571591864;17409.4611665826
2610202;Panelas;2611606;Recife;0.1781481481;4719.5007407407
2610202;Panelas;2605004;Cupira;0.0753527203;1996.2442673839
2610202;Panelas;2608404;Jurema;0.0197512187;523.2492855942
2610202;Panelas;2611507;Quipapá;0.0117224183;310.5503064941
2610202;Panelas;2608701;Lagoa dos Gatos;0.0082366784;218.2060850563
2610202;Panelas;2600302;Agrestina;0.0044444444;117.7422222222
2610202;Panelas;2606002;Garanhuns;0.0044444444;117.7422222222
2610301;Paranatama;2606002;Garanhuns;0.6633783316;7614.256490135
2610301;Paranatama;2611606;Recife;0.1807407407;2074.5422222222
2610301;Paranatama;2612307;Saloá;0.0477327795;547.8768431983
2610301;Paranatama;2604106;Caruaru;0.0407407407;467.6222222222
2610301;Paranatama;2603207;Caetés;0.0111111111;127.5333333333
2610301;Paranatama;2602100;Bom Conselho;0.0074074074;85.0222222222
2610301;Paranatama;2602407;Brejão;0.0074074074;85.0222222222
2610301;Paranatama;2603801;Capoeiras;0.0037037037;42.5111111111
2610400;Parnamirim;2609907;Ouricuri;0.2351257862;5152.5464779874
2610400;Parnamirim;2612208;Salgueiro;0.2178616352;4774.2198742138
2610400;Parnamirim;2611606;Recife;0.2132075472;4672.2301886792
2610400;Parnamirim;2611101;Petrolina;0.1783333333;3907.9966666667
2610400;Parnamirim;2615201;Terra Nova;0.0416666667;913.0833333333
2610400;Parnamirim;2601102;Araripina;0.0389308176;853.1299371069
2610400;Parnamirim;2604106;Caruaru;0.0132075472;289.4301886792
2610509;Passira;2611606;Recife;0.3296296296;9550.0296296296
2610509;Passira;2608909;Limoeiro;0.3054147404;8848.4758595037
2610509;Passira;2604106;Caruaru;0.1636085871;4740.0679844838
2610509;Passira;2616407;Vitória de Santo Antão;0.0888888889;2575.2888888889
2610509;Passira;2604908;Cumaru;0.0219591902;636.2016578989
2610509;Passira;2612109;Salgadinho;0.0206838833;599.2534672406
2610509;Passira;2604007;Carpina;0.0151389553;438.6058132738
2610509;Passira;2613701;São Lourenço da Mata;0.0151389553;438.6058132738
2610509;Passira;2615409;Toritama;0.0111111111;321.9111111111
2610509;Passira;2609501;Nazaré da Mata;0.0092592593;268.2592592593
2610509;Passira;2608453;Lagoa do Carro;0.0077315479;223.9984058664
2610509;Passira;2610608;Paudalho;0.0077315479;223.9984058664
2610509;Passira;2612505;Santa Cruz do Capibaribe;0.0037037037;107.3037037037
2610608;Paudalho;2611606;Recife;0.4259259259;23883.3703703704
2610608;Paudalho;2604007;Carpina;0.2502140673;14030.5036085627
2610608;Paudalho;2613701;São Lourenço da Mata;0.1072816854;6015.7132246008
2610608;Paudalho;2608909;Limoeiro;0.0608868502;3414.169235474
2610608;Paudalho;2603454;Camaragibe;0.0558817533;3133.5134352701
2610608;Paudalho;2604106;Caruaru;0.0414814815;2326.0325925926
2610608;Paudalho;2608453;Lagoa do Carro;0.0227726809;1276.9553109072
2610608;Paudalho;2609501;Nazaré da Mata;0.0185185185;1038.4074074074
2610608;Paudalho;2615508;Tracunhaém;0.017037037;955.3348148148
2610707;Paulista;2611606;Recife;0.6183333333;203504.011666667
2610707;Paulista;2609600;Olinda;0.1583333333;52110.1916666667
2610707;Paulista;2606200;Goiana;0.1;32911.7
2610707;Paulista;2606804;Igarassu;35;11519095
2610707;Paulista;2613701;São Lourenço da Mata;25;8227925
2610707;Paulista;2600054;Abreu e Lima;0.0166666667;5485.2833333333
2610707;Paulista;2604106;Caruaru;5;1645585
2610707;Paulista;2612505;Santa Cruz do Capibaribe;5;1645585
2610707;Paulista;2607901;Jaboatão dos Guararapes;0.0033333333;1097.0566666667
2610806;Pedra;2601201;Arcoverde;0.4515413534;10189.4821804511
2610806;Pedra;2611606;Recife;0.2766666667;6243.26
2610806;Pedra;2604106;Caruaru;0.0616666667;1391.57
2610806;Pedra;2606002;Garanhuns;0.0603383459;1361.595112782
2610806;Pedra;2616001;Venturosa;0.057443609;1296.272481203
2610806;Pedra;2610905;Pesqueira;0.0283333333;639.37
2610806;Pedra;2602803;Buíque;0.0266666667;601.76
2610806;Pedra;2603207;Caetés;0.0103383459;233.295112782
2610806;Pedra;2603801;Capoeiras;0.0103383459;233.295112782
2610806;Pedra;2613909;Serra Talhada;0.01;225.66
2610806;Pedra;2611101;Petrolina;0.0033333333;75.22
2610806;Pedra;2614105;Sertânia;0.0033333333;75.22
2610905;Pesqueira;2604106;Caruaru;0.4636942608;31089.3091060749
2610905;Pesqueira;2611606;Recife;0.2524603924;16926.7119294932
2610905;Pesqueira;2601201;Arcoverde;0.1551453153;10402.0279540447
2610905;Pesqueira;2601706;Belo Jardim;0.0730133249;4895.3243972301
2610905;Pesqueira;2606002;Garanhuns;0.0148148148;993.2888888889
2610905;Pesqueira;2612406;Sanharó;0.0093904102;629.5988353793
2610905;Pesqueira;2612505;Santa Cruz do Capibaribe;0.0092592593;620.8055555556
2610905;Pesqueira;2613909;Serra Talhada;0.0092592593;620.8055555556
2610905;Pesqueira;2613008;São Bento do Una;0.0074074074;496.6444444444
2610905;Pesqueira;2615409;Toritama;0.0055555556;372.4833333333
2611002;Petrolândia;2611606;Recife;258;9336246
2611002;Petrolândia;2604106;Caruaru;0.0833333333;3015.5833333333
2611002;Petrolândia;2613909;Serra Talhada;0.0654613181;2368.8487163324
2611002;Petrolândia;2601201;Arcoverde;0.0633333333;2291.8433333333
2611002;Petrolândia;2605707;Floresta;0.0514756447;1862.7491547278
2611002;Petrolândia;2608057;Jatobá;0.0374641834;1355.7164040115
2611002;Petrolândia;2614808;Tacaratu;0.0347182426;1256.3490448902
2611101;Petrolina;2611606;Recife;295;101440175
2611101;Petrolina;2608750;Lagoa Grande;0.0460865347;15847.5462650369
2611101;Petrolina;2612604;Santa Maria da Boa Vista;0.0201979045;6945.3524447032
2611101;Petrolina;2612208;Salgueiro;0.016757858;5762.4408323632
2611101;Petrolina;2603009;Cabrobó;0.0133585565;4593.5400174622
2611101;Petrolina;2609808;Orocó;0.0119324796;4103.1621071013
2611101;Petrolina;2604106;Caruaru;0.0116666667;4011.7583333333
2611101;Petrolina;2606408;Gravatá;5;1719325
2611101;Petrolina;2613404;São José da Coroa Grande;0.0033333333;1146.2166666667
2611200;Poção;2610905;Pesqueira;0.3624657534;4095.5005479452
2611200;Poção;2604106;Caruaru;0.2376666667;2685.3956666667
2611200;Poção;2611606;Recife;0.16;1807.84
2611200;Poção;2601201;Arcoverde;0.1166666667;1318.2166666667
2611200;Poção;2601706;Belo Jardim;0.0152557078;172.3742420091
2611200;Poção;2612505;Santa Cruz do Capibaribe;0.01;112.99
2611200;Poção;2606002;Garanhuns;0.0095890411;108.3465753425
2611200;Poção;2608305;Jupi;0.0095890411;108.3465753425
2611200;Poção;2608800;Lajedo;0.0095890411;108.3465753425
2611200;Poção;2612406;Sanharó;0.0095890411;108.3465753425
2611200;Poção;2613008;São Bento do Una;0.0095890411;108.3465753425
2611200;Poção;2602803;Buíque;0.0033333333;37.6633333333
2611200;Poção;2615409;Toritama;0.0033333333;37.6633333333
2611309;Pombos;2616407;Vitória de Santo Antão;0.4212695825;11388.1806248302
2611309;Pombos;2611606;Recife;0.3603703704;9741.8922222222
2611309;Pombos;2604106;Caruaru;0.1055555556;2853.4833333333
2611309;Pombos;2606408;Gravatá;0.0624105768;1687.1451236077
2611309;Pombos;2609402;Moreno;0.0209182287;565.4824775876
2611309;Pombos;2601904;Bezerros;0.0152132573;411.2599837001
2611309;Pombos;2604502;Chã Grande;0.0142624287;385.5562347188
2611408;Primavera;2611606;Recife;0.4019426752;5961.2118152866
2611408;Primavera;2605202;Escada;0.2622080679;3888.8078556263
2611408;Primavera;2600906;Amaraji;0.1072080679;1590.0028556263
2611408;Primavera;2604106;Caruaru;0.0633333333;939.2966666667
2611408;Primavera;2602902;Cabo de Santo Agostinho;0.0486093418;720.92514862
2611408;Primavera;2610004;Palmares;0.0433333333;642.6766666667
2611408;Primavera;2607901;Jaboatão dos Guararapes;0.0216666667;321.3383333333
2611408;Primavera;2601300;Barra de Guabiraba;0.0166666667;247.1833333333
2611408;Primavera;2611804;Ribeirão;15;222465
2611408;Primavera;2616407;Vitória de Santo Antão;0.01;148.31
2611408;Primavera;2613701;São Lourenço da Mata;0.0033333333;49.4366666667
2611408;Primavera;2600401;Água Preta;0.0016666667;24.7183333333
2611408;Primavera;2604502;Chã Grande;0.0008492569;12.595329087
2611408;Primavera;2606408;Gravatá;0.0008492569;12.595329087
2611507;Quipapá;2606002;Garanhuns;0.3702531041;9588.0743839542
2611507;Quipapá;2611606;Recife;0.2666666667;6905.6
2611507;Quipapá;2604106;Caruaru;0.1000716332;2591.4550143266
2611507;Quipapá;2612901;São Benedito do Sul;0.06;1553.76
2611507;Quipapá;2610004;Palmares;55;1424.28
2611507;Quipapá;2605004;Cupira;0.0266666667;690.56
2611507;Quipapá;2603702;Canhotinho;0.0138968481;359.8727793696
2611507;Quipapá;2601003;Angelim;0.0130372493;337.6126074499
2611507;Quipapá;2610202;Panelas;0.0130372493;337.6126074499
2611507;Quipapá;2613206;São João;0.0130372493;337.6126074499
2611507;Quipapá;2609204;Maraial;0.0066666667;172.64
2611533;Quixaba;2600104;Afogados da Ingazeira;0.3803885853;2595.0109289618
2611533;Quixaba;2603900;Carnaíba;0.1770491803;1207.8295081967
2611533;Quixaba;2611606;Recife;0.1685185185;1149.6333333333
2611533;Quixaba;2613909;Serra Talhada;0.1;682.2
2611533;Quixaba;2601201;Arcoverde;0.0185185185;126.3333333333
2611533;Quixaba;2604106;Caruaru;0.0185185185;126.3333333333
2611533;Quixaba;2612505;Santa Cruz do Capibaribe;0.0074074074;50.5333333333
2611533;Quixaba;2606002;Garanhuns;0.0018518519;12.6333333333
2611705;Riacho das Almas;2604106;Caruaru;0.5842222222;11943.2548888889
2611705;Riacho das Almas;2611606;Recife;315;6439545
2611705;Riacho das Almas;2604908;Cumaru;0.0317555556;649.1788222222
2611705;Riacho das Almas;2601904;Bezerros;0.0233333333;477.0033333333
2611705;Riacho das Almas;2610509;Passira;0.0179777778;367.5197111111
2611705;Riacho das Almas;2606408;Gravatá;0.0066666667;136.2866666667
2611705;Riacho das Almas;2608909;Limoeiro;0.0060444444;123.5665777778
2611705;Riacho das Almas;2605806;Frei Miguelinho;5;102215
2611705;Riacho das Almas;2616407;Vitória de Santo Antão;0.0033333333;68.1433333333
2611705;Riacho das Almas;2606002;Garanhuns;0.0016666667;34.0716666667
2611804;Ribeirão;2611606;Recife;0.4518344775;21330.6538482075
2611804;Ribeirão;2610004;Palmares;0.2006331045;9471.6882303585
2611804;Ribeirão;2605202;Escada;0.0997330282;4708.2965293669
2611804;Ribeirão;2602902;Cabo de Santo Agostinho;0.0953165523;4499.7991151793
2611804;Ribeirão;2604106;Caruaru;55;2596495
2611804;Ribeirão;2605905;Gameleira;0.0241495042;1140.0739435545
2611804;Ribeirão;2616407;Vitória de Santo Antão;0.0166666667;786.8166666667
2611804;Ribeirão;2614857;Tamandaré;0.0133333333;629.4533333333
2611804;Ribeirão;2600401;Água Preta;0.01;472.09
