idfrom;from;idto;to;perc_lig;ia
2615607;Trindade;2601102;Araripina;0.2474345364;7477.9665605096
2615607;Trindade;2609907;Ouricuri;0.1893312102;5721.9678343949
2615607;Trindade;2611101;Petrolina;0.1402866242;4239.7423566879
2615607;Trindade;2611606;Recife;0.1116666667;3374.79
2615607;Trindade;2612455;Santa Cruz;0.0159943383;483.3808917197
2615607;Trindade;2608750;Lagoa Grande;0.0152866242;461.9923566879
2615607;Trindade;2607307;Ipubi;0.0133333333;402.96
2615607;Trindade;2612208;Salgueiro;0.0066666667;201.48
2615706;Triunfo;2613909;Serra Talhada;0.4926286353;7519.9761185682
2615706;Triunfo;2611606;Recife;0.2406823266;3674.0157158837
2615706;Triunfo;2612471;Santa Cruz da Baixa Verde;0.0553131991;844.35598434
2615706;Triunfo;2600104;Afogados da Ingazeira;0.0316666667;483.3916666667
2615706;Triunfo;2604106;Caruaru;0.02401566;366.599049217
2615706;Triunfo;2612208;Salgueiro;0.0216666667;330.7416666667
2615706;Triunfo;2601201;Arcoverde;0.0166666667;254.4166666667
2615706;Triunfo;2603900;Carnaíba;15;228975
2615706;Triunfo;2611101;Petrolina;5;76325
2615706;Triunfo;2605608;Flores;0.0020134228;30.7348993289
2615805;Tupanatinga;2601201;Arcoverde;0.4063218391;10991.8183908046
2615805;Tupanatinga;2611606;Recife;0.2633333333;7123.6933333333
2615805;Tupanatinga;2602803;Buíque;0.0959770115;2596.3701149425
2615805;Tupanatinga;2604106;Caruaru;0.0806896552;2182.8165517241
2615805;Tupanatinga;2607505;Itaíba;0.0304597701;823.9977011494
2615805;Tupanatinga;2606002;Garanhuns;0.03;811.56
2615805;Tupanatinga;2609154;Manari;0.015862069;429.1006896552
2615805;Tupanatinga;2600500;Águas Belas;0.0040229885;108.8298850575
2615904;Tuparetama;2611606;Recife;0.2683333333;2198.1866666667
2615904;Tuparetama;2613602;São José do Egito;0.180755084;1480.745648099
2615904;Tuparetama;2600104;Afogados da Ingazeira;0.1410654288;1155.6079929266
2615904;Tuparetama;2601201;Arcoverde;0.0581918656;476.7077630416
2615904;Tuparetama;2604106;Caruaru;0.0516666667;423.2533333333
2615904;Tuparetama;2614600;Tabira;0.0383333333;314.0266666667
2615904;Tuparetama;2613909;Serra Talhada;15;122.88
2615904;Tuparetama;2612505;Santa Cruz do Capibaribe;0.0133333333;109.2266666667
2615904;Tuparetama;2614105;Sertânia;0.0119363395;97.7824933687
2615904;Tuparetama;2612455;Santa Cruz;0.01;81.92
2615904;Tuparetama;2607109;Ingazeira;0.0066666667;54.6133333333
2615904;Tuparetama;2607703;Itapetim;5;40.96
2615904;Tuparetama;2615003;Taquaritinga do Norte;0.0033333333;27.3066666667
2615904;Tuparetama;2615409;Toritama;0.0033333333;27.3066666667
2616001;Venturosa;2601201;Arcoverde;0.3064977974;5608.2966960352
2616001;Venturosa;2611606;Recife;0.3;5489.4
2616001;Venturosa;2606002;Garanhuns;0.1754478708;3210.3451395007
2616001;Venturosa;2604106;Caruaru;0.0883333333;1616.3233333333
2616001;Venturosa;2610806;Pedra;0.0471585903;862.9078854626
2616001;Venturosa;2603207;Caetés;0.0221145374;404.6518061674
2616001;Venturosa;2610905;Pesqueira;0.0133333333;243.9733333333
2616001;Venturosa;2603801;Capoeiras;0.0121145374;221.6718061674
2616001;Venturosa;2600609;Alagoinha;0.0066666667;121.9866666667
2616001;Venturosa;2613909;Serra Talhada;0.0066666667;121.9866666667
2616001;Venturosa;2612505;Santa Cruz do Capibaribe;5;91.49
2616001;Venturosa;2602100;Bom Conselho;0.0033333333;60.9933333333
2616100;Verdejante;2612208;Salgueiro;0.5722222222;5444.1222222222
2616100;Verdejante;2611606;Recife;0.1277777778;1215.6777777778
2616100;Verdejante;2611101;Petrolina;0.1018518519;969.0185185185
2616100;Verdejante;2613909;Serra Talhada;0.0388888889;369.9888888889
2616100;Verdejante;2613503;São José do Belmonte;0.0055555556;52.8555555556
2616100;Verdejante;2601607;Belém do São Francisco;0.0018518519;17.6185185185
2616100;Verdejante;2609303;Mirandiba;0.0018518519;17.6185185185
2616100;Verdejante;2614006;Serrita;0.0018518519;17.6185185185
2616183;Vertente do Lério;2614501;Surubim;0.4390136054;3365.4782993197
2616183;Vertente do Lério;2611606;Recife;0.3166666667;2427.5666666667
2616183;Vertente do Lério;2604106;Caruaru;115;881.59
2616183;Vertente do Lério;2615409;Toritama;0.0316666667;242.7566666667
2616183;Vertente do Lério;2612505;Santa Cruz do Capibaribe;0.0166666667;127.7666666667
2616183;Vertente do Lério;2608909;Limoeiro;0.0133333333;102.2133333333
2616183;Vertente do Lério;2604007;Carpina;0.01;76.66
2616183;Vertente do Lério;2609709;Orobó;0.0016666667;12.7766666667
2616209;Vertentes;2604106;Caruaru;0.4071715061;8348.2373890419
2616209;Vertentes;2611606;Recife;0.2888888889;5923.0888888889
2616209;Vertentes;2614501;Surubim;0.1203851472;2468.2566727885
2616209;Vertentes;2615409;Toritama;0.0925049872;1896.6297520661
2616209;Vertentes;2612505;Santa Cruz do Capibaribe;0.0621460161;1274.1797673707
2616209;Vertentes;2615003;Taquaritinga do Norte;0.0251997509;516.6704928069
2616308;Vicência;2611606;Recife;0.5254659118;17084.4731894315
2616308;Vicência;2604007;Carpina;0.225324369;7325.971207832
2616308;Vicência;2609501;Nazaré da Mata;0.1144373673;3720.7021231423
2616308;Vicência;2608909;Limoeiro;0.0759259259;2468.5796296296
2616308;Vicência;2615300;Timbaúba;0.0277777778;903.1388888889
2616308;Vicência;2603454;Camaragibe;0.0050955414;165.6713375796
2616308;Vicência;2610608;Paudalho;0.0049539986;161.0693559802
2616308;Vicência;2613800;São Vicente Férrer;0.0049539986;161.0693559802
2616308;Vicência;2615508;Tracunhaém;0.0049539986;161.0693559802
2616308;Vicência;2606200;Goiana;0.0037037037;120.4185185185
2616407;Vitória de Santo Antão;2611606;Recife;0.7058927286;97353.195662347
2616407;Vitória de Santo Antão;2604106;Caruaru;0.1133333333;15630.3666666667
2616407;Vitória de Santo Antão;2607901;Jaboatão dos Guararapes;0.0466666667;6436.0333333333
2616407;Vitória de Santo Antão;2606408;Gravatá;0.0269222462;3712.981587473
2616407;Vitória de Santo Antão;2611309;Pombos;0.0246220302;3395.747300216
2616407;Vitória de Santo Antão;2609402;Moreno;0.023362131;3221.9883009359
2616407;Vitória de Santo Antão;2606101;Glória do Goitá;0.0225341973;3107.8038156948
2616407;Vitória de Santo Antão;2612505;Santa Cruz do Capibaribe;0.0033333333;459.7166666667
2616506;Xexéu;2611606;Recife;0.4366666667;6415.07
2616506;Xexéu;2610004;Palmares;0.2916666667;4284875
2616506;Xexéu;2604106;Caruaru;0.1966666667;2889.23
2616506;Xexéu;2602902;Cabo de Santo Agostinho;0.0083333333;122425
2616506;Xexéu;2605202;Escada;0.0083333333;122425
2616506;Xexéu;2611804;Ribeirão;0.0083333333;122425
